대분류,중분류,질문,답변
공통,C,동적할당에 대해 설명해 주세요,"프로그램 실행 중에 동적으로 메모리를 할당하는 것 Heap 영역에 할당한다 stdlib.h 헤더 파일을 include 해야한다. 함수(Function) 메모리 할당 함수 : malloc void malloc(size t size) 메모리 할당은 size t 크기만큼 할당해준다. 메모리 할당 및 초기화 : calloc void calloc(size t nelem, sizeo t elsize) 첫번째 인자는 배열요소 개수, 두번째 인자는 각 배열요소 사이즈 할당된 메모리를 0으로 초기화 메모리 추가 할당 : realloc void realloc(void ptr, size t size) 이미 할당받은 메모리에 추가로 메모리 할당 (이전 메모리 주소 없어짐) 메모리 해제 함수 : free void free(void ptr) 할당된 메모리 해제"
공통,C,이중 포인터에 대해 설명해 주세요,"포인터의 포인터, 즉 포인터의 메모리 주소를 저장하는 것을 말한다. c"
공통,JAVA,그렇다면 const와 let은 무슨 차이에 대해 설명해 주세요,"간단히 말해서 let은 대입한 값을 계속 수정할 수 있지만, const는 한번 대입하면 다른 값 대입을 할 수 없고 초기화 시 값이 필요다. javascript const a = 0; a = 1; // error let b = 0; b = 1; // 1 const c; // error"
공통,JAVA,오토 박싱 & 오토 언박싱에 대해 설명해 주세요,JDK 1.5부터는 JAVA 컴파일러가 박싱과 언박싱이 필요한 상황에 자동으로 처리를 해준다. JAVA // 오토 박싱 int i = 10; Integer num = i; // 오토 언박싱 Integer num = new Integer(10); int i = num;
공통,JAVA,오토 박싱 연산에 대해 설명해 주세요,"java public static void main(String[] args) { long t = System.currentTimeMillis(); Long sum = 0L; for (long i = 0; i 1000000; i++) { sum += i; } System.out.println(""실행 시간: "" + (System.currentTimeMillis() t) + "" ms""); } // 실행 시간 : 19 ms"
공통,JAVA,동일 타입 연산에 대해 설명해 주세요,"java public static void main(String[] args) { long t = System.currentTimeMillis(); long sum = 0L; for (long i = 0; i 1000000; i++) { sum += i; } System.out.println(""실행 시간: "" + (System.currentTimeMillis() t) + "" ms"") ; } // 실행 시간 : 4 ms 100만건 기준으로 약 5배의 성능 차이가 난다. 따라서 서비스를 개발하면서 불필요한 오토 캐스팅이 일어나는 지 확인하는 습관을 가지자."
공통,C,call by reference에 대해 설명해 주세요,"참조에 의한 호출 call by reference 호출 방식은 함수 호출 시 인자로 전달되는 변수의 레퍼런스를 전달함 따라서 함수 안에서 인자 값이 변경되면, 아규먼트로 전달된 객체의 값도 변경됨 c++ void func(int n) { n = 20; } void main() { int n = 10; func(&n); printf(""%d"", n); } printf로 출력되는 값은 20이 된다."
공통,JAVA,Java 함수 호출 방식에 대해 설명해 주세요,"del JAVA의 경우, 함수에 전달되는 인자의 데이터 타입에 따라 함수 호출 방식이 달라짐 /del del primitive type(원시 자료형) : call by value /del del int, short, long, float, double, char, boolean /del del reference type(참조 자료형) : call by reference /del del array, Class instance /del JAVA의 경우, 항상 call by value 로 값을 넘긴다. C/C++와 같이 변수의 주소값 자체를 가져올 방법이 없으며, 이를 넘길 수 있는 방법 또한 있지 않다. reference type(참조 자료형)을 넘길 시에는 해당 객체의 주소값을 복사하여 이를 가지고 사용한다. 따라서 원본 객체의 프로퍼티까지는 접근이 가능하나, 원본 객체 자체를 변경할 수는 없다. 아래의 예제 코드를 봐보자. java User a = new User(""gyoogle""); // 1 foo(a); public void foo(User b){ // 2 b = new User(""jongnan""); // 3 } / ========================================== // 1 : a에 User 객체 생성 및 할당(새로 생성된 객체의 주소값을 가지고 있음) a User Object [name = ""gyoogle""] ========================================== // 2 : b라는 파라미터에 a가 가진 주소값을 복사하여 가짐 a User Object [name = ""gyoogle""] ↑ b ========================================== // 3 : 새로운 객체를 생성하고 새로 생성된 주소값을 b가 가지며 a는 그대로 원본 객체를 가리킴 a User Object [name = ""gyoogle""] b User Object [name = ""jongnan""] / 파라미터에 객체/값의 주소값을 복사하여 넘겨주는 방식을 사용하고 있는 Java는 주소값을 넘겨 주소값에 저장되어 있는 값을 사용하는 call by reference 라고 오해할 수 있다. 이는 C/C++와 Java에서 변수를 할당하는 방식을 보면 알 수 있다. java // c/c++ int a = 10; int b = a; cout &a "", "" &b endl; // out: 0x7ffeefbff49c, 0x7ffeefbff498 a = 11; cout &a endl; // out: 0x7ffeefbff49c //java int a = 10; int b = a; System.out.println(System.identityHashCode(a)); // out: 1627674070 System.out.println(System.identityHashCode(b)); // out: 1627674070 a = 11; System.out.println(System.identityHashCode(a)); // out: 1360875712 C/C++에서는 생성한 변수마다 새로운 메모리 공간을 할당하고 이에 값을 덮어씌우는 형식으로 값을 할당한다. ( 포인터를 사용한다면, 같은 주소값을 가리킬 수 있도록 할 수 있다.) Java에서 또한 생성한 변수마다 새로운 메모리 공간을 갖는 것은 마찬가지지만, 그 메모리 공간에 값 자체를 저장하는 것이 아니라 값을 다른 메모리 공간에 할당하고 이 주소값을 저장하는 것이다. 이를 다음과 같이 나타낼 수 있다. java C/C++ Java a [ 10 ] a [ XXXX ] [ 10 ] XXXX(위치) b [ 10 ] b [ XXXX ] 값 변경 a [ 11 ] a [ YYYY ] [ 10 ] XXXX(위치) b [ 10 ] b [ XXXX ] [ 11 ] YYYY(위치) b = a; 일 때 a의 값을 b의 값으로 덮어 씌우는 것은 같지만, 실제 값을 저장하는 것과 값의 주소값을 저장하는 것의 차이가 존재한다. 즉, Java에서의 변수는 [할당된 값의 위치]를 [값]으로 가지고 있는 것이다. C/C++에서는 주소값 자체를 인자로 넘겼을 때 값을 변경하면 새로운 값으로 덮어 쓰여 기존 값이 변경되고, Java에서는 주소값이 덮어 쓰여지므로 원본 값은 전혀 영향이 가지 않는 것이다. (객체의 속성값에 접근하여 변경하는 것은 직접 접근하여 변경하는 것이므로 이를 가리키는 변수들에서 변경이 일어난다.) java 객체 접근하여 속성값 변경 a : [ XXXX ] [ Object [prop : ~ ] ] XXXX(위치) b : [ XXXX ] prop : ~ (이 또한 변수이므로 어딘가에 ~가 저장되어있고 prop는 이의 주소값을 가지고 있는 셈) prop : [ YYYY ] [ ~ ] YYYY(위치) a.prop = (a를 통해 prop를 변경) prop : [ ZZZZ ] [ ~ ] YYYY(위치) [ ] ZZZZ b Object에 접근 prop 접근 ZZZZ 위와 같은 이유로 Java에서 인자로 넘길 때는 주소값이란 값을 복사하여 넘기는 것이므로 call by value라고 할 수 있다. 출처 :"
공통,JAVA,캐스팅에 대해 설명해 주세요,"변수가 원하는 정보를 다 갖고 있는 것 java int a = 0.1; // (1) 에러 발생 X int b = (int) true; // (2) 에러 발생 O, boolean은 int로 캐스트 불가 (1)은 0.1이 double형이지만, int로 될 정보 또한 가지고 있음 (2)는 true는 int형이 될 정보를 가지고 있지 않음"
공통,C,형변환의 종류에 대해 설명해 주세요,1. 묵시적 형변환 : 캐스팅이 자동으로 발생 (업캐스팅) java Parent p = new Child(); // (Parent) new Child()할 필요가 없음 Parent를 상속받은 Child는 Parent의 속성을 포함하고 있기 때문 2. 명시적 형변환 : 캐스팅할 내용을 적어줘야 하는 경우 (다운캐스팅) java Parent p = new Child(); Child c = (Child) p; 다운캐스팅은 업캐스팅이 발생한 이후에 작용한다.
공통,JAVA,Intrinsic Lock / Synchronized Block / Reentrancy에 대해 설명해 주세요,"Intrinsic Lock (= monitor lock = monitor) : Java의 모든 객체는 lock을 갖고 있음. Synchronized 블록은 Intrinsic Lock을 이용해서, Thread의 접근을 제어함. java public class Counter { private int count; public int increase() { return ++count; // Thread safe 하지 않은 연산 } } Q) ++count 문이 atomic 연산인가? A) read (count 값을 읽음) modify (count 값 수정) write (count 값 저장)의 과정에서, 여러 Thread가 u 공유 자원(count)으로 접근할 수 있으므로, 동시성 문제가 발생 /u 함."
공통,JAVA,Synchronized 블록을 사용한 Thread safe Case에 대해 설명해 주세요,"java public class Counter{ private Object lock = new Object(); // 모든 객체가 가능 (Lock이 있음) private int count; public int increase() { // 단계 (1) synchronized(lock){ // lock을 이용하여, count 변수에의 접근을 막음 return ++count; } / 단계 (2) synchronized(this) { // this도 객체이므로 lock으로 사용 가능 return ++count; } / } / 단계 (3) public synchronized int increase() { return ++count; } / } 단계 3과 같이 lock 생성 없이 synchronized 블록 구현 가능"
공통,JAVA,Reentrancy에 대해 설명해 주세요,"재진입 : Lock을 획득한 Thread가 같은 Lock을 얻기 위해 대기할 필요가 없는 것 (Lock의 획득이 ' u 호출 단위 /u '가 아닌 u Thread 단위 /u 로 일어나는 것) java public class Reentrancy { // b가 Synchronized로 선언되어 있더라도, a 진입시 lock을 획득하였음. // b를 호출할 수 있게 됨. public synchronized void a() { System.out.println(""a""); b(); } public synchronized void b() { System.out.println(""b""); } public static void main (String[] args) { new Reentrancy().a(); } }"
공통,JAVA,Structured Lock vs Reentrant Lock에 대해 설명해 주세요,"u Structured Lock (구조적 Lock) : 고유 lock을 이용한 동기화 /u (Synchronized 블록 단위로 lock의 획득 / 해제가 일어나므로) 따라서, A획득 B획득 B해제 A해제는 가능하지만, A획득 B획득 A해제 B해제는 불가능함. 이것을 가능하게 하기 위해서는 u Reentrant Lock (명시적 Lock) 을 사용 /u 해야 함."
공통,JAVA,Visibility에 대해 설명해 주세요,"가시성 : 여러 Thread가 동시에 작동하였을 때, 한 Thread가 쓴 값을 다른 Thread가 볼 수 있는지, 없는지 여부 문제 : 하나의 Thread가 쓴 값을 다른 Thread가 볼 수 있느냐 없느냐. (볼 수 없으면 문제가 됨) Lock : Structure Lock과 Reentrant Lock은 Visibility를 보장. 원인 : 1. 최적화를 위해 Compiler나 CPU에서 발생하는 코드 재배열로 인해서. 2. CPU core의 cache 값이 Memory에 제때 쓰이지 않아 발생하는 문제."
공통,JAVA,스레드 구현에 대해 설명해 주세요,JAVA에서 스레드 구현 방법은 2가지가 있다. 1. Runnable 인터페이스 구현 2. Thread 클래스 상속 둘다 run() 메소드를 오버라이딩 하는 방식이다. java public class MyThread implements Runnable { @Override public void run() { // 수행 코드 } } java public class MyThread extends Thread { @Override public void run() { // 수행 코드 } }
공통,JAVA,스레드 생성에 대해 설명해 주세요,"하지만 두가지 방법은 인스턴스 생성 방법에 차이가 있다. Runnable 인터페이스를 구현한 경우는, 해당 클래스를 인스턴스화해서 Thread 생성자에 argument로 넘겨줘야 한다. 그리고 run()을 호출하면 Runnable 인터페이스에서 구현한 run()이 호출되므로 따로 오버라이딩하지 않아도 되는 장점이 있다. java public static void main(String[] args) { Runnable r = new MyThread(); Thread t = new Thread(r, ""mythread""); } Thread 클래스를 상속받은 경우는, 상속받은 클래스 자체를 스레드로 사용할 수 있다. 또, Thread 클래스를 상속받으면 스레드 클래스의 메소드(getName())를 바로 사용할 수 있지만, Runnable 구현의 경우 Thread 클래스의 static 메소드인 currentThread()를 호출하여 현재 스레드에 대한 참조를 얻어와야만 호출이 가능하다. java public class ThreadTest implements Runnable { public ThreadTest() {} public ThreadTest(String name){ Thread t = new Thread(this, name); t.start(); } @Override public void run() { for(int i = 0; i = 50; i++) { System.out.print(i + "":"" + Thread.currentThread().getName() + "" ""); try { Thread.sleep(100); } catch (InterruptedException e) { e.printStackTrace(); } } } }"
공통,JAVA,스레드 실행에 대해 설명해 주세요,"스레드의 실행은 run() 호출이 아닌 start() 호출로 해야한다. Why? 우리는 분명 run() 메소드를 정의했는데, 실제 스레드 작업을 시키려면 start()로 작업해야 한다고 한다. run()으로 작업 지시를 하면 스레드가 일을 안할까? 그렇지 않다. 두 메소드 모두 같은 작업을 한다. 하지만 run() 메소드를 사용한다면, 이건 스레드를 사용하는 것이 아니다. Java에는 콜 스택(call stack)이 있다. 이 영역이 실질적인 명령어들을 담고 있는 메모리로, 하나씩 꺼내서 실행시키는 역할을 한다. 만약 동시에 두 가지 작업을 한다면, 두 개 이상의 콜 스택이 필요하게 된다. 스레드를 이용한다는 건, JVM이 다수의 콜 스택을 번갈아가며 일처리 를 하고 사용자는 동시에 작업하는 것처럼 보여준다. 즉, run() 메소드를 이용한다는 것은 main()의 콜 스택 하나만 이용하는 것으로 스레드 활용이 아니다. (그냥 스레드 객체의 run이라는 메소드를 호출하는 것 뿐이게 되는 것..) start() 메소드를 호출하면, JVM은 알아서 스레드를 위한 콜 스택을 새로 만들어주고 context switching을 통해 스레드답게 동작하도록 해준다. u 우리는 새로운 콜 스택을 만들어 작업을 해야 스레드 일처리가 되는 것이기 때문에 start() 메소드를 써야하는 것이다! /u start()는 스레드가 작업을 실행하는데 필요한 콜 스택을 생성한 다음 run()을 호출해서 그 스택 안에 run()을 저장할 수 있도록 해준다."
